,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
95,2020-04-26,2961281.399713613,2825021.937986286,3101304.57916285,2961281.399713613,2961281.399713613,2080.2228209735026,2080.2228209735026,2080.2228209735026,2080.2228209735026,2080.2228209735026,2080.2228209735026,0.0,0.0,0.0,2963361.6225345866
96,2020-04-27,3041676.0138213844,2893152.7571380753,3174582.0482755243,3041676.0138213844,3041676.0138213844,-10999.425019492957,-10999.425019492957,-10999.425019492957,-10999.425019492957,-10999.425019492957,-10999.425019492957,0.0,0.0,0.0,3030676.5888018915
97,2020-04-28,3122070.6279291552,2965940.3374048052,3247588.5655392404,3122070.627929155,3122070.6279291552,-14657.39855511079,-14657.39855511079,-14657.39855511079,-14657.39855511079,-14657.39855511079,-14657.39855511079,0.0,0.0,0.0,3107413.2293740446
98,2020-04-29,3202465.2420369284,3079021.6554678157,3333865.1647254564,3202465.2420369284,3202465.2420369284,-7006.208342763542,-7006.208342763542,-7006.208342763542,-7006.208342763542,-7006.208342763542,-7006.208342763542,0.0,0.0,0.0,3195459.033694165
99,2020-04-30,3282859.8561446993,3146741.857294793,3405668.2459376054,3282859.8561446993,3282859.8561446993,148.08121886017224,148.08121886017224,148.08121886017224,148.08121886017224,148.08121886017224,148.08121886017224,0.0,0.0,0.0,3283007.9373635594
100,2020-05-01,3363254.470252471,3242771.9327032166,3501578.0834763697,3363254.470252471,3363254.470252471,14138.298516631623,14138.298516631623,14138.298516631623,14138.298516631623,14138.298516631623,14138.298516631623,0.0,0.0,0.0,3377392.7687691026
101,2020-05-02,3443649.0843602433,3321309.177024354,3578785.4279957814,3443649.084360243,3443649.0843602433,16296.42936090656,16296.42936090656,16296.42936090656,16296.42936090656,16296.42936090656,16296.42936090656,0.0,0.0,0.0,3459945.51372115
102,2020-05-03,3525625.943091259,3401807.4873013967,3665497.0521293697,3525625.9430912584,3525625.943091259,2080.2228209586256,2080.2228209586256,2080.2228209586256,2080.2228209586256,2080.2228209586256,2080.2228209586256,0.0,0.0,0.0,3527706.1659122175
103,2020-05-04,3607602.801822277,3468547.8334158096,3760539.6580103533,3607602.801822277,3607602.801822277,-10999.425019497807,-10999.425019497807,-10999.425019497807,-10999.425019497807,-10999.425019497807,-10999.425019497807,0.0,0.0,0.0,3596603.376802779
104,2020-05-05,3689579.660553293,3548054.1664910577,3805852.4354403764,3689579.6605532924,3689579.660553293,-14657.39855511122,-14657.39855511122,-14657.39855511122,-14657.39855511122,-14657.39855511122,-14657.39855511122,0.0,0.0,0.0,3674922.2619981817
105,2020-05-06,3771556.5192843084,3625188.508773977,3910817.336849666,3771556.519284308,3771556.5192843084,-7006.20834275742,-7006.20834275742,-7006.20834275742,-7006.20834275742,-7006.20834275742,-7006.20834275742,0.0,0.0,0.0,3764550.310941551
106,2020-05-07,3853533.378015328,3723811.10041097,3971474.4824801544,3853533.378015328,3853533.378015328,148.08121886998683,148.08121886998683,148.08121886998683,148.08121886998683,148.08121886998683,148.08121886998683,0.0,0.0,0.0,3853681.459234198
107,2020-05-08,3935510.236746344,3825127.13558394,4064750.311022133,3935510.236746344,3935510.236746344,14138.298516644922,14138.298516644922,14138.298516644922,14138.298516644922,14138.298516644922,14138.298516644922,0.0,0.0,0.0,3949648.535262989
108,2020-05-09,4017487.09547736,3909925.600623777,4153168.642196167,4017487.0954773594,4017487.09547736,16296.429360895367,16296.429360895367,16296.429360895367,16296.429360895367,16296.429360895367,16296.429360895367,0.0,0.0,0.0,4033783.5248382553
